Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1592.1594146948416
FDW14,OUT017,1565.9379012614058
NCN55,OUT010,420.5756925653507
FDQ58,OUT017,2503.3235626977325
FDY38,OUT027,5785.781837585844
FDH56,OUT046,1650.3415369977897
FDL48,OUT018,274.50274650374166
FDC48,OUT027,2285.9673671295395
FDN33,OUT045,1585.1949066106156
FDA36,OUT017,2735.3644222658563
FDT44,OUT017,1650.3415369977897
FDQ56,OUT045,1555.9344958340039
NCC54,OUT019,420.5756925653507
FDU11,OUT049,1895.3039051602448
DRL59,OUT013,736.7065491297458
FDM24,OUT049,2492.082356971697
FDI57,OUT045,2763.5635688590737
DRC12,OUT018,959.277488388318
NCM42,OUT027,2678.175022981431
FDA46,OUT010,424.22911316086794
FDA31,OUT013,2558.074959560707
NCJ31,OUT035,3636.287317578894
FDG52,OUT046,728.1609863206198
NCL19,OUT019,490.52560994809414
FDS10,OUT035,2671.4341488301525
FDX22,OUT010,420.5756925653507
NCF19,OUT035,728.1609863206198
NCE06,OUT046,2503.3235626977325
DRC27,OUT046,3636.287317578894
FDE21,OUT035,1650.3415369977897
NCR42,OUT019,274.50274650374166
FDX51,OUT018,959.277488388318
NCR06,OUT018,274.50274650374166
FDU31,OUT027,5561.785929047937
FDU59,OUT017,2503.3235626977325
FDR03,OUT027,5410.711539391984
FDS49,OUT027,2358.450145589848
FDD48,OUT010,648.2533916868616
NCF18,OUT017,2735.3644222658563
NCD43,OUT027,2491.31006360396
NCD54,OUT018,906.1791824839386
FDY19,OUT010,648.2533916868616
NCY54,OUT017,2558.074959560707
NCL19,OUT018,943.1284351194992
FDP23,OUT010,420.5756925653507
FDC26,OUT013,1641.777810611473
FDR14,OUT010,285.80913929944796
NCS41,OUT035,2735.3644222658563
FDF41,OUT035,3636.287317578894
FDU34,OUT046,1922.0422046582335
DRH11,OUT046,748.9463052520662
FDM03,OUT013,1585.1949066106156
FDS31,OUT017,2681.6599502523422
FDJ20,OUT017,1895.3039051602448
FDV44,OUT027,5263.590287099709
FDG02,OUT049,2735.3644222658563
FDA09,OUT013,2660.0038506143683
FDT04,OUT013,726.0500473121826
FDL58,OUT019,420.5756925653507
FDE52,OUT045,1585.1949066106156
FDW12,OUT035,2492.082356971697
FDL51,OUT017,3622.754003646639
NCY42,OUT027,3395.3908195337517
FDR07,OUT017,1585.1949066106156
FDN40,OUT045,2492.082356971697
FDB35,OUT027,2448.3305370098483
FDA22,OUT017,2503.3235626977325
NCL06,OUT046,3636.287317578894
FDI35,OUT013,2681.6599502523422
NCW42,OUT045,3636.287317578894
NCX06,OUT049,2660.0038506143683
FDC37,OUT027,2546.601138113445
FDZ14,OUT018,841.8140986416704
DRG49,OUT049,3636.287317578894
NCG06,OUT045,3636.287317578894
DRC36,OUT045,2558.074959560707
FDV21,OUT019,570.1841112229515
FDB53,OUT046,2492.082356971697
DRP47,OUT019,420.5756925653507
FDA14,OUT013,2492.082356971697
DRC24,OUT035,2492.082356971697
FDW21,OUT018,666.9112886742766
NCH29,OUT046,1585.1949066106156
FDU58,OUT013,2735.3644222658563
FDY27,OUT017,2647.907045791563
FDV56,OUT035,1597.214705404955
FDT59,OUT046,3636.287317578894
FDB23,OUT046,3636.287317578894
FDR49,OUT045,728.1609863206198
FDB03,OUT010,420.5756925653507
FDN39,OUT045,2503.3235626977325
FDX02,OUT027,5648.332217745168
FDQ16,OUT027,2546.601138113445
FDU35,OUT018,666.9112886742766
NCT29,OUT013,1895.3039051602448
FDZ27,OUT046,728.1609863206198
FDN57,OUT017,2191.9997052154768
FDA03,OUT018,943.1284351194992
FDZ36,OUT045,2735.3644222658563
NCU05,OUT013,1527.3967032919998
FDT39,OUT018,943.1284351194992
FDK60,OUT017,1585.1949066106156
FDZ25,OUT017,2535.483159530135
FDG12,OUT046,1895.3039051602448
DRB01,OUT019,424.22911316086794
NCC43,OUT027,5821.279682858153
FDX13,OUT019,420.5756925653507
FDM22,OUT049,742.7567741493945
FDJ03,OUT027,1388.2081980559897
FDU14,OUT018,953.7797251739421
FDB33,OUT010,424.22911316086794
FDP27,OUT046,2735.3644222658563
FDO38,OUT010,661.9264457927999
FDE28,OUT027,5724.677235056189
FDO27,OUT035,1585.1949066106156
DRL23,OUT027,2473.6959266351755
FDS28,OUT046,748.9463052520662
FDX24,OUT013,1585.1949066106156
FDZ02,OUT035,1585.1949066106156
FDL46,OUT045,1650.3415369977897
FDS60,OUT027,4453.564966971951
NCO06,OUT017,726.0500473121826
FDO16,OUT035,1555.9344958340039
FDC60,OUT049,1565.9379012614058
FDA48,OUT018,953.7797251739421
FDZ36,OUT027,5022.532091424441
FDK27,OUT045,1877.5751829978954
FDW23,OUT018,274.50274650374166
FDM14,OUT018,676.6682210724425
FDM14,OUT013,1592.1594146948416
FDW60,OUT018,959.277488388318
FDE21,OUT013,1650.3415369977897
NCM42,OUT035,1597.214705404955
FDY59,OUT010,666.9112886742766
DRI49,OUT049,1527.3967032919998
FDT28,OUT019,426.18397055804013
FDQ22,OUT018,274.50274650374166
FDR60,OUT049,1519.3732940405534
FDC50,OUT019,666.9112886742766
FDV24,OUT013,2492.082356971697
DRF48,OUT010,424.22911316086794
FDQ47,OUT046,726.0500473121826
DRN36,OUT049,1585.1949066106156
NCY06,OUT035,2023.2468836431972
FDE52,OUT035,1585.1949066106156
NCB54,OUT045,2005.2631057845713
NCF31,OUT035,2492.082356971697
FDJ08,OUT027,5303.327644505504
NCC07,OUT017,1585.1949066106156
NCD19,OUT027,1639.1060463580486
FDL46,OUT049,1650.3415369977897
FDM20,OUT045,3636.287317578894
NCI06,OUT010,424.22911316086794
DRM11,OUT035,3636.287317578894
NCH07,OUT018,959.277488388318
FDS23,OUT013,2061.2766298012116
FDO49,OUT018,274.50274650374166
FDS35,OUT049,827.6692696856469
DRK39,OUT045,1537.2376667714584
DRI39,OUT049,748.9463052520662
FDV04,OUT017,2503.3235626977325
NCN14,OUT035,2735.3644222658563
FDH08,OUT013,3636.287317578894
FDS20,OUT046,2735.3644222658563
FDV40,OUT049,1174.9940449670244
FDZ48,OUT010,662.2027024075775
FDS24,OUT027,2399.085755242536
FDK44,OUT049,2558.074959560707
FDS48,OUT045,2492.082356971697
FDK26,OUT010,424.22911316086794
FDD23,OUT045,2735.3644222658563
NCH54,OUT017,2503.3235626977325
NCP14,OUT010,666.9112886742766
FDM60,OUT010,274.50274650374166
FDV24,OUT017,2492.082356971697
FDH08,OUT018,953.7797251739421
FDS12,OUT027,3230.0809145455537
FDR39,OUT027,4444.870655941047
FDP12,OUT027,925.8788481167711
DRF60,OUT027,5865.335553207768
FDC09,OUT035,1585.1949066106156
FDF50,OUT018,953.7797251739421
FDG28,OUT035,3636.287317578894
NCE19,OUT017,748.9463052520662
NCM53,OUT010,664.4414851870614
NCN18,OUT049,1604.0275986335805
FDF32,OUT035,2854.6679318335864
